what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1524638710042
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.findReplace,1524638710058
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1524638713758
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1524638772774
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1524638782544
activated,view,org.eclipse.search,3.4.1.r341_v20080813-0800,org.eclipse.search.ui.views.SearchView,1524638855843
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1524638873918
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.findNext,1524638884725
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1524638891972
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1524638893579
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.findNext,1524638896154
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.findNext,1524638896903
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.findNext,1524638898526
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.findNext,1524638899347
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.findNext,1524638899348
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.findNext,1524638899849
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.findNext,1524638899850
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.findNext,1524638900052
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1524639230497
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1524639437823
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1524639444739
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1524639711101
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1524639714270
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1524640781696
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1524640784709
