what,kind,bundleId,bundleVersion,description,time
activated,perspective,org.eclipse.jst.j2ee.ui,,org.eclipse.jst.j2ee.J2EEPerspective,1524635652878
started,bundle,org.eclipse.osgi,3.4.2.R34x_v20080826-1230,org.eclipse.osgi,1524635652909
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.0.v20080604,org.eclipse.equinox.simpleconfigurator,1524635652909
started,bundle,com.atlassw.tools.eclipse.checkstyle,4.4.2,com.atlassw.tools.eclipse.checkstyle,1524635652925
started,bundle,com.ibm.icu,3.8.1.v20080530,com.ibm.icu,1524635652925
started,bundle,com.ibm.rational.clearcase,7.0.1.D061004,com.ibm.rational.clearcase,1524635652940
started,bundle,com.ibm.rational.clearcase.ide,7.0.1.D061004,com.ibm.rational.clearcase.ide,1524635652958
started,bundle,de.loskutov.anyedit.AnyEditTools,2.1.1.200809292108,de.loskutov.anyedit.AnyEditTools,1524635652967
started,bundle,net.sourceforge.eclipseccase,2.1.6.1,net.sourceforge.eclipseccase,1524635652969
started,bundle,net.sourceforge.eclipseccase.ui,2.1.6.1,net.sourceforge.eclipseccase.ui,1524635653009
started,bundle,org.eclipse.core.contenttype,3.3.0.v20080604-1400,org.eclipse.core.contenttype,1524635653009
started,bundle,org.eclipse.core.databinding,1.1.1.M20080827-0800b,org.eclipse.core.databinding,1524635653024
started,bundle,org.eclipse.core.expressions,3.4.0.v20080603-2000,org.eclipse.core.expressions,1524635653040
started,bundle,org.eclipse.core.filebuffers,3.4.0.v20080603-2000,org.eclipse.core.filebuffers,1524635653040
started,bundle,org.eclipse.core.filesystem,1.2.0.v20080604-1400,org.eclipse.core.filesystem,1524635653041
started,bundle,org.eclipse.core.jobs,3.4.0.v20080512,org.eclipse.core.jobs,1524635653041
started,bundle,org.eclipse.core.net,1.1.0.I20080604,org.eclipse.core.net,1524635653042
started,bundle,org.eclipse.core.resources,3.4.1.R34x_v20080902,org.eclipse.core.resources,1524635653057
started,bundle,org.eclipse.core.runtime,3.4.0.v20080512,org.eclipse.core.runtime,1524635653059
started,bundle,org.eclipse.core.runtime.compatibility,3.2.0.v20071008,org.eclipse.core.runtime.compatibility,1524635653065
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.100.v20070502,org.eclipse.core.runtime.compatibility.auth,1524635653069
started,bundle,org.eclipse.emf.common,2.4.0.v200808251517,org.eclipse.emf.common,1524635653078
started,bundle,org.eclipse.emf.common.ui,2.4.0.v200808251517,org.eclipse.emf.common.ui,1524635653082
started,bundle,org.eclipse.emf.ecore,2.4.1.v200808251517,org.eclipse.emf.ecore,1524635653119
started,bundle,org.eclipse.emf.ecore.xmi,2.4.1.v200808251517,org.eclipse.emf.ecore.xmi,1524635653134
